"review_text","label"
"Dianne, I cannot understand why the Indonesian government has not set up a lab for testing for Covid-19 in Bali, especially since it's where so many foreigners are coming into the country. This is getting a bit ridiculous. And agree totally with taking advice from so-called experts here in this forum on the Coronavirus. Anyone can quote from google or detik.com or any other news source without actually having any real knowledge or understanding of Covid-19, nor knowing the true situation in Indonesia. If you have any doubts just check with your GP.","1"
"""I cannot understand why the Indonesian government has not set up a lab for testing for Covid-19 in Bali""
You are a smart human. You understand precisely why they attempted to downplay COVID-19, as do the rest of us. It's a shame that Indonesia are now about to take a major hit in the hip pocket mainly because they refused to be transparent, let alone proactive. Now they are being called out for the cover ups and secrets. Chickens coming home to roost. Cheers","1"
"In the meantime former General Prabowo Subianto is quietly awaiting the opportunity to once again create civil unrest due to a fragile economy, superstitions and lack of virus transparency. Pass the popcorn as this is an evolving situation","1"
"I feel very sad and sick to my stomach , but at the midnight hour have decided not to go to Bali in the morning. My travel companions all decided not to travel right now so we have pulled out.","0"
"Hunter, sad but always another time and will be without stress and worry. Stay safe ","0"
"I’m sorry to read that news, Hunter. It’s a bit disappointing to cancel with clear cut medical reasons but must be gut wrenching when you’re in good health and the risks are more grey than black and white. Hope you can reschedule soon. Cheers","0"
"Can understand people taking a logical approach and recognising, regardless of government advice, that traveling isn’t a good idea.Not Bali but I was supposed to go to the UK yesterday to visit my parents. This weekend is Cheltenham festival and dad/brothers big horse racing fans and although don’t go to the festival meet up for the craic. Dad (and mum) although not ill has basically put himself/themselves into self isolation to avoid people in general. Parents are in higher risk group anyway especially my dad. Me also. Didn’t help that my brother in law recently returned from “europe” (working trip) with a cold and fever.","0"
"Yup, this has been my sentiments for the past several weeks. It's all about trying to protect the tourism dollars instead of doing what is morally right. A lab hasn't been set up because why report numbers when that will hurt tourism. If you don't have ample testing, then you don't have to report confirmed cases. It's like the old saying ""Ask me no questions and I'll tell you no lies"". I'm just glad that people are starting to take off the blinders and realize that things aren't making sense in Indonesia. Again, it's not about causing panic and doom or trying to ruin someone's vacation. But as inhabitants of this planet, we all need to be truly aware, informed, and educated to flatten the curve of this pandemic.","1"
"BB, yes very telling. The piece admits that the government were paying social media and other 'influencers', to portray Indonesia as being open with nothing to worry about, theby leaving a pretty clear impression that tourist dollars were placed above health & safety. It's not a good look.","1"
"Not the least bit surprising though","1"
"It's what I tried to day in my first post #7 on the 19th Feb, over three weeks ago. Bali contributes hugely to Indonesia's GDP, so they don't want to lose that. Of course it's all about money and it always was. Hunter, you won't have any regrets by cancelling. It's the sensible thing to do under the circumstances.","1"
"My country has just issued a travel ban, so I will not be coming to Bali in a couple of weeks. So sad, but understandable. This is going to get much worse.","1"
"I have a flight scheduled from Croatia (Zagreb) to Bali on 27 April, do you recommend waiting another month or so and then deciding?","1"
"That’s a bummer Hunter. Take care of yourself x","1"
"Zeki, personally I would postpone your visit if possible until the situation improves. The number of cases of coronavirus in Indonesia are going to increase more and more over the coming days and weeks. However, it really is up to you. Many people are still visiting Bali with no intention of cancelling.","1"
"Just a heads up that a regional health authority has confirmed an Australian tourist in Queensland (Australia) has returned from Bali and tested positive to Coronavirus. Unfortunately, the link is via Facebook and I can’t post it. Cheers","0"
"Singapore has 10 imported Covid-19 cases from Indonesia. With an Indonesian population of 220 million, it would be fairly accurate to project that the total number of Covid-19 cases in Indonesia, should be in the region of 50,000.","1"
"What people aren’t talking about and what I find super interesting is that Asia (besides China, Korea and Japan) is less affected than most other places in the world could it be the warm climate? According to WHO Australia currently has more cases than Malaysia, Singapore, HongKong, The Philippines, India, Indonesia, Thailand, Taiwan and Vietnam so are these countries all under reporting too?","1"
"Ivan A absolutely yes. You don't have to decide now. Things may change by then but I doubt it. No amount of money is worth catching this or transferring it to loved ones. Just because you could be in the ""safe"" age bracket, you could also be one of the few that catch it. It's not worth the risk. A friend of mine is the president of the AMA (Australian Medical Association) in Western Australia. Dr Andrew Miller - he is a practising Anaesthetist and a Lawyer. A very wise guy and I trust implicitly his direction. Google him and read his comments and you will be left in no doubt.","0"
"As I said in number 199, There are many stages of test. People want test in the first stage also, but it is not necessary, even in this stage they are not in the isolation room, at the second stage they are in the isolation room, tests will be done, not directly test of Covid-19, but test of corona virus, if negative you will release from the second stage, if positive you will in the 3rd stage and the sample will be tested in Jakarta. Airlangga University in Surabaya can do it also and maybe will test it also soon. If the Covid-19 test is positive, there are the second test and it is called Genome DNA Assay Test to avoid False Positive of Covid-19 test. I do not know the other countries do also Genome DNA Assay Test or not. Usually in the second stage from 8 persons, only one is positive Covid-19 or even from 7 persons no one with positive Covid-19. In the second stage if someone has clinical sight of Covid-19, so without wait for Covid-19 test result can be transferred to third stage.","1"
"Really, Sarwa, all you are doing here is muddying the waters. The simple fact is that the Indonesian government has been deliberately deceptive in downplaying this situation and is woefully unprepared to effectively manage prevention and care strategies.","1"
"Related to number 115, Indonesia has add from 100 hospitals to 132 hospitals which can handle Covid-19. The previously 100 hospitals are available since 2007 when there are Bird Flu cases which the mortality rate is higher than Covid-19. Addition in Bali is Buleleng hospital in the northern Bali, from 3 hospitals to 4 hospitals. Addition in Jakarta from 3 hospitals to 8 hospitals.","1"
"Just been announced as of midnight tonight anyone entering Australia compulsory isolation for 14 days is in force like NZ has also done, so obviously will also effect residents returning from holidays.","0"
"All visitors to Australia will have to self-isolate for 14 days from midnight Sunday, while cruise ships from international ports will also be banned France and Spain are following Italy into lockdown as cases and deaths surge in Europe, while US extends its Europe travel ban to the UK and Ireland All Super Rugby matches cancelled after NZ border lockdown throws a number of sporting codes into disarray Sydney's Vivid Festival has become the latest major arts event to fall victim to the virus after the government banned gatherings of more than 500 people On Saturday, NSW recorded 20 new cases of coronavirus — the largest jump in a day so far — taking the state total to 112 and the national count over 200. In Victoria, 13 new cases brought the state total to 49.","0"
"Sarwa G: you had better come up with some better propagandfa now that the australian Government has introduced mandatory self quarantine for returning Australians. If you thought the situation was bad it just got a whole lot worse and i fear even worse to come when Indonesians realize the gravity of the situation and that they have been duped.","1"
"In all fairness, I believe the Indonesian government is trying to keep the situation under control. The last thing it wants is a panic situation because that is when people start looting the supermarkets and attacking wealthier people and worse. It's a fine balance that they need to keep. They do not want a repeat of the riots in 1998.","1"
"Be aware and prepared for civil unrest","0"
"I’m seeing lots of fear but not much facts to back it up. I’m here in Bali at the moment and not worried about the coronavirus at all. Actually, I’d much rather be here than in my home country (US) where there have already been a lot more cases and deaths. I may be wrong but I don’t know of any hot/humid country that has had a bad outbreak of this coronavirus. Southeast Asia has an extremely close link to China and this region had detected cases of coronavirus long before Europe and the US, but it never blew up here the way it currently is there. Actually, the virus has been a complete joke in this part of the world. I’m much more worried about car accidents or dengue, which still kills hundreds (thousands?) every year. I’m also worried about the absurd knee jerk reactions from SE Asian countries locking down unnecessarily, like the decision from Cambodia to close after spotting only 7 cases in 2 months (and 0 deaths). I realize some of you think Indonesia is undercounting or covering up coronavirus cases, and that may be true to some extent, but it would be absolutely impossible and absurd to suggest that the virus has been catastrophic here the way it has been in Europe or China. And it would be equally absurd to suggest that every country in Southeast Asia has been doing some masterful coverup of mass casualties from this. Are you guys really trying to say that Singapore has had thousands of cases and deaths like Italy, but they’re hiding it? That is completely insane and paranoid. And what about Malaysia, Thailand, Cambodia, Laos, etc, where the virus has been detected in small quantities for months now but the effects have been undeniably mild? Things could change, but so far the FACT is, the virus has already been here for months and evidently it’s just not capable of doing much damage in this climate.","0"
"Are self quarantine is allow for who visit Indonesia only or from other countries too. It is must clear, because when Saudi Arabia closed the umroh, who has many posts in TA mentioned that Saudi Arabia closed umroh from Indonesia, because the country afraid from Indonesian visitors, the truth is the country closed the umroh for all countries, even after several days closed also for own people.","1"
"If I understand your question correctly, Sarwa, the self isolation applies to all travellers entering Australia from all destinations, residents and tourists.","0"
"That is clear picture Baileybum, sometimes people only read from one source only and until nowadays there are more than 150 hoaxes in Indonesia about Covid-19. Pompom is also mentioned about self quarantine, All arrivals into Australia must self-isolate for 14 days No matter where you are travelling from and includes Aussies. The government has just announced this and it kicks in tonight.","1"
"Sarwa, is it a hoax that all schools in Jakarta and Bandung will stay closed at least for the next two weeks? And that all public parks, museums, sports stadiums etc will also remain closed? I also heard that Kota Tua area in Jakarta will be closed, and Ancol is already closed. You are local Indonesian and living near Jakarta and must know. Are these all hoaxes or are they real?","0"
"The self-isolation refers to all people entering Australia from anywhere. The example the Prime Minster used to show how the isolation will be monitored expressly refers to people returning from Bali","0"
"We must learn how to identify it is hoaxes or not. You may got the original source. If about Umroh you can check with the country sites or you can check with the ambassador in the certain country. You must also learn about Fallacies, most fallacy in TA are generalization. The governor of Jakarta and West Java have mentioned about closed - not lock down - of the schools for two weeks. Certainly it is not hoaxes, because I see their orations, original source. To close museums and also National Monument are also true. And the important thing, control your emotion, because with emotion you cannot thinking well.","1"
"Did you go I am going in April and want to know what to,expect. Hope you are well","1"
"What Sarwa has failed to mention is that the Indonesian government pleaded with the Saudi's to be exempt from the umrah ban becuae Indonesia was covid-19 free. I agree, be aware of hoaxes, especially from the Indonesian government.","0"
"And with only 96 cases or so of confirmed Coronavirus infection, since the government knows exactly where every one of those patients are, why is there a need to close schools and museums and public parks and mosques and churches aswell as parts of Jakarta for two weeks...? Perhaps just as a precaution? Or perhaps they have no idea how many people have got it and where they are, but enough to seriously concern them?","0"
"The FCO have just advised against all but essential travel to all of Indonesia.","1"
"Until nowadays, test of Covid-19 is done in Health Research and Development Body under Health Ministry in Jakarta, but since March 16, 2020 the test can be done also at Airlangga University, Surabaya and Eijkman Institution, Jakarta.","1"
"Any suggestion for those in Bali. My daughter is back packing with a return date in few weeks. Is it best advised to try and return back to the UK ASAP They were in two minds but worried flights out would dry up.","1"
"Hi Mad - Foreign Office advice applies here and that's to contact the airline/travel agent and travel insurer for advice. https:/…travel-advice-novel-coronavirus The airline will be best placed to advise on how this is affecting schedules.","0"
"Hi Janice . Have you made your trip as yet , we are also travelling via singapore to bali and leave on Wednesday .","1"
"There are 8 provinces from 34 provinces in Indonesia got Covid-19, Banten, DKI Jakarta, West Java, Central Java, DI Yogyakarta, Bali, West Kalimantan and North Sulawesi. So, all Java got Covid-19, except East Java. DKI Jakarta has the most number, from the latest data from additional new 17 Covid-19 patients, 14 are from Jakarta, and one each for Banten, West Java and Central Java. These is most active area in Indonesia. So, for outside Java including Bali do not panic. You may read, 102. Re: Corona Virus Situation At Bali 2 days before the match, the governor suggest, but maybe insist to cancel or do the match without soccer fans, the tickets have been sold out and the match day is Persib Anniversary, so the match is still happen with full of soccer fans with hand sanitizing at the entrance gate. In Bandung, only a few people use mask and also in Bekasi, in Jakarta is also no panicking. People know that possibility to get Covid-19 is less than get Dengeu Fever and Covid-19 is less dangerous than Bird Flu.","1"
"Sarwa, you keep repeating the same information again and again. And, why repeat the information about a soccer match between two teams in Bandung? It is totally irrelevant here and in no way useful to the thread. And your advice ""for outside Java including Bali do not panic""....that would seem to mean those living in Java should panic? Great!","1"
"Panic and afraid maybe a little bit, even in Jakarta. There are no rush anymore. People follow government suggestion to reduce activities outside, the consequency, malls, department stores and supermarkets less visitors, so the tenants agree to open the shops in the malls initial at 11am, one hour later than usual and certainly the service charge will be lower. In Australia, Woolies supermarkets even open one hour advance to facilitate senior citizens and disabilities, because they cannot compete with other younger people in usual time. In Indonesia it is not necessary, because most of Indonesian family are extended family. When I go to supermarket there are limitation to buy maximum 3 kilograms granulated sugar cane, I see only one person buy it and only buy it, maybe he need to make coffee in his shack/warung. All stocks I think are adequate include antiseptic soap and alcohol 70 percent, but still lack of mask and hand sanitizer.","0"
"The important fact the virus deniers continue to ignore is that Indonesia has only done around 1,100 tests. Of those 10% have been diagnosed as positive.","1"
"After Singapore ban, Malaysia ban all foreigners to enter Malaysia and nation wide lock down is done from March 18 to 31, 2020. All Malaysian residents enter Malaysia have to self quarantine for 14 days. Indonesian President has mentioned that lock down is authority of Central Government. Until nowadays there are no Covid-19 in big island in Sumatra and Papua.","1"
"That is highly unlikely Sarwa. What you actually mean is officially there are no covid-19 cases in Sumatra.","1"
"Yesterday morning a male came from Malaysia with temperature 36 degrees Celsius, but seems has dificulty to breath, so he are suspect of Covid-19 and got hospitalization and in the night he passed away. The patient has chronic kidney disease and the Covid-19 test is not yet finished. Previously all 5 passed away patients with Covid-19 have multiple chronic diseases each.","1"
"The point is, if you have no chronic diseases you may still alive. Most common symptons are fever, fatique and dry cough, but the patient above has only 36 degrees Celsius, fortunately the officers saw he had difficulty to breath. Shortness of breath is also happen for some patients of Covid-19. From Malaysia means imported cases and the patient not go to anywhere, except Malaysia, if the test result of Covid-19 is positive, Indonesia must give data to Malaysia for tracing.","0"
"A lot of villagers etc don’t present themselves for testing as in Bali so “ Until nowadays there are no Covid-19 in big island in Sumatra and Papua” Being realistic, that is not likely and just postponing the inevitable, I hope that they are putting measures in place now! Cheers Mac","1"
"Until nowadays, Bali has only imported case means detection, treatment and tracing in Bali is good, so no spread out from the patient to domestic people. Jakarta with high mobility has some domestic cases, so tracing in cluster and sub-cluster are very important, who are have close contact with patient, must be check one by one, maybe has Covid-19, but most of them are clean. It is hard to do, but it is better than lock down which lock down will ruin the economy, you can imagine for low income people without income for 2 weeks. South Korea do as Indonesia do and successful. I have monitored Bali since WTC attack, Bali Bombing I and II and Bali can survive. Because maybe there are no notice from their countries, so Bali economy move first from domestic tourists, Singaporean, Malaysian and China and as I know and remember Australian come later.","1"
"This is so tiring","1"
"The virus deniers are in full force","0"
"Maybe you can ask to Angela Merkel also, German Chancellor Angela Merkel said 70 percent of Germany’s population could become infected. Indonesia is also anticipate it, so Indonesia is making hospital for 1,000 patients in Galang Island. There are also possibility to change Atlethic Apartment to be as Covid-19 hospital and make the Sulianti Hospital as merely handle Covid-19. There are no one country in the world, if there are spike can handle all Covid-19 cases altogether, so experts nowadays talking about 'flatening the curve'.","1"
"Frankly, Sarwa, the Indonesian government is way behind In developing preparations in Bali which is the relevant concern for discussion on this forum.","1"
"Don’t worry as the world shuts down because Bali is the safest place to be apparently. By the way I have just managed to change my flight home to arrive in Brisbane on the 19th and my hotel has given me credit for my next trip for the balance of my stay. I will gladly reply with what is happening on the ground here as I read the next few posts. Richard.","1"
"More like everything you didn’t want to know","1"
"Indonesia and South Korea certainly different, although both are not make lock down, please read number 268. Certainly Indonesia do harder than SK, because Indonesia is not rich as SK, but Indonesia is not developing country anymore. As per February 10, 2020, the US officially removed Indonesia and a number of other countries—including South Korea, Thailand, Singapore and Vietnam—from the list of developing and least-developed countries. Maybe you do not understand about 'flattening the curve', so I will give example, if a country has capacity of 10,000 beds for handle Covid-19 and there are 20,000 patients of Covid-19 at the same time, so the country cannot handle it, and no one country in the world can overcome the situation like it. So must be flattening the curve means avoid break out from the beginning, so if the 20,000 patients are come gradually in 6 weeks, so the country can handle the Covid-19 patients. In google you can type 'flattening the curve',","1"
"Oh, I expect we all understand flattening the curve quite well, Sarwa. The question that concerns most people on this forum is what, exactly, is the national government doing anout it in Bali? Nepal is a very poor country yet has taken much more serious measures to address this. So, please, give us all a break and either post Bali specific information or set up your own blog.","0"
"Certainly Bali has priority, so Bali has 4 Covid-19 hospitals, whereas West Java only has 8 Covid-19 hospitals for almost 50 million people, West Java is also 8 times larger than Bali.","1"
"He keeps implying that Bali is way ahead of the world for testing and medical care when we know that the Indonesian government have limited testing and have not been transparent about the situationThe tourist $ overruled the true health situation ","1"
"Ogoh2 parade can be done, although it is not a must. The parade is from 5pm to 7pm on March24, 2020 without viewers/tourists. But can the authority control there are no viewers/tourists to see ogoh2.","1"
"Yes, that is useful, but hopefully the local people can afford to be treated in those medical facilities. It won’t be needed for tourists, as most of them have been banned from international travel.","1"
"I think Sarwa has previously advised that the Indonesian government announced free medical services re Coronavirus.","1"
"Hi, I’m not sure if that’s still the case, but despite his assurances that Indonesians were some how immune, Indonesia now has the dubious honour of having the highest number of deaths from the virus in SEA. Cheers","1"
"The news of indonesian being immune was about a monyh ago by some public figure who is clearly wrong, indomesian govt was very slow in.response to this virus.. and at first they were underestimating this virus by large scale.. Now hospitals are clearly overwhelmed especially in jakarta.. so 19 death are not a surprise really.. more is still to come in weeks,","0"
"Why overwhelmed, I suggest go directly to above hospital, number 284, if you have main symptoms, temperature same or above 38 degrees Celsius, DRY cough. You do not need endorsement from other hospital, if you have main symptoms as above. The problem is frequently people without endorsement go to these hospitals, because they afraid with Covid-19, although they have no close contact with positive Covid-19 patient and have no main symptoms, it make hospitals overwhelmed and moreover they said they have not got any test. Even though there are stages, in monitoring stage, without more severe symptoms, you will not get test of Covid-19, under supervision stage, you are suspect of Covid-19 and will be tested first with corona virus test and usually from 7 patients no one have corona virus and if the corona virus test is positive then test of Covid-19. So, from a thousand of patients, there are only less than a hundred will be tested of Covid-19. After additional from 3 hospitals to 8 hospitals in Jakarta, Sulianti Hospital is not open 24 hours anymore and only serve until 9pm, certainly emergency is still 24 hours. Private hospitals are also can handle Covid-19 patients, Mitra Keluarga, Bunda and Siloam asap. In Bali there are also Siloam Hospital too, but which one and can handle in monitoring stage, under supervision stage or even positive Covid-19 patients or only certain stages are not clear. At end of March hospital in Galang Island with concrete panels will ready to use, the capacity is 1,000 beds include 50 isolation rooms. This is to anticipate more Covid-19 patients which the curve is still hike.","0"
"The problem with that is that many doctors are saying keep well away from hospitals and pharmacies because that is where you have a higher chance of picking up the virus. So anyone who worries they might have Covid-19 but doesn't may in fact catch it from a visit to a hospital. Pushing the buttons to call a lift or inside the lift, touching the desk at reception when registering at a hospital. It's things like this that are dangerous. The virus can live for up to 5 days on plastic, 4 days on glass, 2 days on steel, 2 - 8 hours on aluminium. And that's assuming everyone is wearing a mask.","0"
"Jokowi, the president of Indonesia has admitted that they haven't been transparent about their Covid cases to avoid panic - Whilst I can see that panic is almost as bad as the virus, it means that we can't trust what is being reported (as is possibly the case for many countries). Also the preventative messages don't seem to be getting through - certainly up until yesterday, I saw very little evidence of any social distancing in Bali and I was still getting lots of massage invites. I think it would be very tricky to be a government in these times and I don't envy them the thin line they need to tread but I think we can safely assume, for our own safety, that what we're getting told isn't the full story and plan accordingly.","1"
"There are several concerns, Hospitals, if the cases break a thousand number, hospital beds maybe are not sufficient, Athletic Villa/Apartment in Kemayoran, Jakarta has facility up to 1,800 beds. Until nowadays more than 50 percent cases are in Jakarta and only one in Bali. Medical persons, midwives and medical students at final level will help medical doctor. Financial, Finance Minister stated that Indonesia is ready for it. Logistics, 2 to 3 months before fasting month usually producer increase the production, there are a lot of biscuit, etc. and Indonesia is exporting biscuit to Europe and Africa, without export, the biscuit in Indonesia will abundant. And the most important thing, rice reserve is enough.","0"
"Sarwa you are floating in the clouds if you honestly believe there is only one case in Bali.","1"
"The fasting month isn't really relevant in Bali, Sarwa, as you no doubt know it's Hindu, not Muslim. Please feel free to post useful information on what is actually happening - for instance that rapid testing will start taking place to accelerate detection and perhaps give us a more accurate idea of the actual numbers in Bali.","0"
"Sarwa, I am happy to know that Indonesia is increasing their biscuit production and exporting biscuits to Europe and Africa, and also that without exporting those biscuits that they will become abundant in Indonesia. But if there is a dire food shortage I really doubt that my family and I will be surviving on biscuits and I also doubt that hotels with tourists will be serving biscuits three times a day. Please get real.","1"
"Indonesian consumption is move from rice to other carbohydrate food, so you can see more many bread shops and also more bread producers and there are also encourage by government for diversification, because importing rice is more difficult than importing wheat, although bread is still more expensive than rice, but the economy is increase, so many more people can buy bread, certainly not for main everyday meal. There are one person from Europe died suddenly on the street in Bali, and people think it is Covid-19 patient, before it advance check/test, a friend of him tell that he has chronic stomach disease and also hearth problem. If someone is positive Covid-19, Indonesia will test it for the second time with Genome Assay Test. Rapid Test is not so accurate, because it will test your blood for the immunoglobuline and it is only can detect after the patient has 7 days positive Covid-19 in the body. So you will missed the patient with 6 days positive Covid-19 in the body. So, cannot depends on the Rapid Test only, but this test can make the people happy, because they had the tested.","1"
"The issue of a potential rice shortage is not so relevant to tourists and more to do with the less affluent part of the Indonesian population. Therefore not really relevant here as we are more concerned with tourists, Incidentally, I buy bread and pay Rp16,000 for a large loaf of good quality sliced bread.","0"
"I was at Bali Jaya mart in Kuta today opposite the morning market, it was about 10.00am so the market was basically closed apart from some street vendors, at least 14 black vans there and lots of officials standing around, I asked the question to my partner and she said they are Government , look at the number plate, then a lot of guys with bottles on their backs holding hoses came out, the market place was being disinfected. They quickly moved on to somewhere else.","1"
"Related to number 299, Bali positive Covid-19 patient became 2 persons with one fatality to death. Rapid test will do at more sites with the priority who have contact with positive Covid-19. More easy to do, so all Indonesia can do it, the result can be got in several housr only. If the result is positive then must do the second test with throat DNA swab.","0"
"The real problem here is that they are not testing enough people. It's pretty obvious that if they test many more people then the number of covid-19 infected people is probably going to skyrocket. Clearly, the more you test the more you are going to find. The suggestion made a week ago that Indonesia along with Singapore and Malaysia had a relatively low number of cases because they were better at handling the Coronavirus is totally wrong as far as Indonesia is concerned and very misleading.","1"
"Absolutely, SuefingWild (post #311). This quote from Anne Barker, the ABC Indonesia correspondent bears out your point. “ Indonesia has done 1,727 tests for coronavirus in a population of about 270 million people. That would be the same ratio as if Australia had done only 160 tests - 160 in total - for the entire population of 25 million”.","1"
"This is a very interesting item from ABC news yesterday, explaining how easily it is to spread this virus, with devastating results for all of SE Asia.","1"
"Further to Kevin’s post #313, the ordination of a Catholic Bishop in Flores went ahead with 1,000 attendees yesterday. It’s of some comfort that the Governor of Bali is attempting to manage risk factors within the limitations of his authority.","1"
"That pretty much drowns the theory from our resident 'expert' on here that the reason cases are so low in Bali (apparently) is the virus maynot survive in tropical weather. I think that just flew out the window.","0"
"Yes, Dianne, I expect that the armchair epidemiologists might need to reconsider their previous opinions.","1"
"Good morning everyone. On Tuesday morning I was ordering my coffee at McDonald’s Kuta beach and the barista said Coronavirus won’t come to Bali. The reason is that they drink lots of Arak. Maybe the doc will confirm this as preventative medicine when he responds. Richard.","1"
"Related to number 310, With coordination of Indonesian Trade Commerze and one of religion body, government will receive at least one million rapid test kit and others. This rapid test kit is from South Korea and has been successfully used in SK.","1"
"One million in a population of 270 million is a speck in the ocean.","1"
"Sarwa, you're referring to your own posts. What is the plan for Bali, specifically? How many of these kits will Bali receive and is there any information on how the testing will be rolled out? What are your sources? Your information seems at odds with what the Jakarta Post is reporting, that the government is still working out how to get kits and distribute them and has no mention of what the plan is for Bali.","1"
"Another question for you, Sarwa. There are reports that Indonesian hospitals will have to pay the government owned PT Rajawali Nusantara Indonesia for kits imported from China. Can Bali’s hospitals afford such costs? If not, what happens then?","1"
"Import by government certainly different from I mentioned in number 321. Certainly one million is not much, but not all must be tested. Government has made 'halodoc' application. I'm not install it yet, usually I install something in the midnight for better transfer rate. If you have installed and opened it, you can share it here.","1"
"many people who are coming forward for testing are being turned away. Hence why the reported cases are basically non existent.","1"
"Thanks Snooky. So much for that supposed free treatment for foreigners. I hope your friend recovers soon.","1"
"I was always sceptical the free treatment would be for foreigners anyway.","0"
"Thanks Snooky. Are you able to tell us the age and health of this person.","1"
"I think the most relevant part is that if you have no business being in Bali urgently at the present time, get out and don't risk clogging up their struggling healthcare/hospital system. I made that point in another thread but the usual self appointed forum Sheriff was sure to determine I couldn't give my opinion and had it removed. Too bad for them. I hope your friend makes a full and fast recovery, Snooky. Cheers","1"
"The person is a very healthy person in their 30's.","1"
"Are they able to start a GoFundMe page? I don't know what would happen with how to prove it wasn't a scam, but once done, I'm sure they'd get a lot of help from people. Hope they get better soon, I really feel for them. Makes a good case for getting home ASAP.","1"
"In TA Forum with title Bali should I go home immediately to UK number 16 I have mentioned about Quinine Phospate and before it I have mentioned about it in TA Forum with the title Chloroquine Tablets In Bali number 1. Nowadays we cannot find anymore Chloroquine in the pharmacies. But Indonesia has ready with 3 million pills of Chloroquine which Indonesia is one of the producer and also want to import 2 million Avigan pills from Japan. Chloroquine has been used at least in 3 countries to inhibit Covid-19.","1"
"Chloroquine Is being tested as a possible treatment, not being used as definitive solution. Quite what that has to do with Bali’s situation, I have no idea. Anyway, to get back on point - the Jakarta Post and other media are reporting that 3 new cases have now been diagnosed in Bali, including a doctor who worked in Sanglah Hospital. Not many to be sure but I don’t think it’s unreasonable to expect this will eventually escalate.","1"
"Indonesia is preparing 3 million pills of Chloroquine, but this pills is harmfull for kids. Totally there are 4 positive Covid-19 patients in Bali and one get fatality to death.","0"
"Chloroquine production has nothing to do with Bali, Sarwa. Please stay on topic.","1"
"Today in the AD newspaper, Dutch guy was hospitalise with high fever 2 months ago in Bali, he was traveling in Asia and back in the Netherlands the tests showed that he had the Coronavirus.","0"
"He is lucky, if he got the positive Covid-19 2 months ago in Bali, so he is surviving for 2 months. But the virus has self limited life, usually after 2 weeks or 3 weeks, so I think he got the virus after Bali. Tracing is important.","1"
"It has just been reported by an Australian foreign correspondent that a second foreigner, aged 72, has died from coronavirus in Bali. Apparently, this is one of the four cases earlier confirmed on the island. Despite passing away on “15th or 16th of March”, Bali’s taskforce is only revealing this news now, with no details yet on the person’s nationality .","0"
"He was in hospital in Bali and they didn't know what it was, now the tests showed that he had the virus. There must be so many cases like the rest of the world, even the parade is not canceled, they just don't get it there","1"
"If the authorities were serious you will find thousands are currently infected. I arrived in Kuta March 12 and changed my return flight to March 19. During my stay many of the staff and some guests were constantly coughing and sneezing. The government should make available free testing and cover wages for the locals. The end result if left undiagnosed will result in many Balinese deaths that could have been prevented. Richard.","0"
"Hi, CNN have just reported that an Indonesia woman was the second death in Singapore from covid-19. She had been in hospital in indonesia with pneumonia and travelled to Singapore where she died. Clearly there is a lack of testing in Indonesia. Cheers","0"
"The case number 4 is a woman with age 53 yo, she came from abroad with severe condition and got hospitalization, receive hearth treatment and also swab of Covid-19, and the test is positive, so it is imported cases and tracing in Bali has been done, but not so many persons have close contact with her, because she got directly hospitalization. Due to positive of Covid-19, so there are more treatments and she has diabetic, hypertension, hyperthyroid and lung problem. Based on the statistic in the world who get fatality to death almost all have more than one chronic diseases and less than one percent have no chronic disease at all.","0"
"Sarwa please explain the reluctance to test. Every country is doing it. You are in Badung and there is a problem in solo. I don’t need google as I have indo friends that live in solo. You should get on citilink and go to Bali and see what is really happening. Don’t reply with flattening the curve BS as I am currently in 14 day isolation after returning from Bali yesterday. The fact is my many Balinese friends can’t understand why I have to stay in my room after I have left Bali. I explain it is a government rule. Their reply is better stay in Bali and you can go out anywhere,no problem. My rant is over and I don’t believe your response can justify my first hand experience. Richard.","1"
"I’ve withdrawn my post #347 as I wrote the wrong gender. The second death, as reported in the Jakarta Post, was a 72 year old man. Why you’re repeating the details of the 53 year old British woman who was the first fatality, Sarwa, is beyond logic.","0"
"Or waiting for official government numbers Dianne. ","1"
"Sarwa, just a little correction on your words, please google the meaning of ""hearth"" as I think you will find that it is a brick-lined fireplace. You've used that term often but I think you have the wrong word. Yes people are wondering why foreigners can have Covid-19 in Bali but the local Balinese have not one single case....it seems like a miracle.","1"
"Surfing wild I said on another thread that I was informed on Tuesday by a barista at McDonald’s Kuta the virus does not affect Balinese because they drink arak. Richard.","1"
"Richard, many people maybe not smart as you are, you are in self quarantine, maybe because there are government rule, and you know what is the reason. A medical doctor got positive Covid-19 and he quarantine himself, although there are no rule for it previously, because he know about Covid-19. Bogor major go to Turkey and he is tested of Covid-19, the result is positive and he is in the quarantine. In the vlog he said it is necessary to be quarantined, although I only have a small cough. A group of local congress from a regent go to abroad and when back will be tested of Covid-19, but refuse it. I think Balinese are also must be educated of Covid-19, although there are advice from the Balinese elderly people when there are sick season you must stay in your home, but maybe Balinese are not yet feel nowadays is a sick season. Indonesia has many cultures, if you still do not understand the Balinese, you may visit other area of Indonesia, so you can understand, why they and why they not. You cannot make a generalization for all of Indonesia with more than 700 hundred tribes.","1"
